baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TMEM160	313.117153497472	0.352315073972855	0.109667515312601	3.21257459849074	0.00131550980095565	0.00328100754246222
AP3M2	1861.26008535889	-0.24352775316176	0.0758111768199381	-3.21229353476694	0.00131679758607445	0.00328383924000323
RTBDN	43.9315709656465	-0.840666180973784	0.261747539746665	-3.2117443464318	0.00131931722941758	0.00328974194335327
BROX	1637.81151728962	-0.34082098907131	0.106119090368922	-3.21168404182932	0.00131959417424917	0.00329005171739662
NADSYN1	2996.58891998472	0.237074501365845	0.0738437568692239	3.2104880820961	0.00132509763223666	0.0033033908110283
VPRBP	2099.74930995028	-0.227445169393383	0.0708495675358133	-3.21025487245794	0.00132617325944493	0.00330568977224131
KLKB1	24.0774889127813	0.413067762052803	0.128683654640803	3.2099473954622	0.00132759265953809	0.00330884500891815
MAP7	3859.93982631491	-0.246803099150374	0.0768886269536548	-3.20987783146572	0.0013279139808444	0.00330926301946926
SPOCK3	16.2967790565124	0.703455086145342	0.219156282697128	3.20983308116021	0.00132812072378188	0.00330939542830867
BRI3	3386.13359195665	-0.214854981070045	0.0669381218985101	-3.20975514365047	0.00132848085993211	0.0033099099857034
SNORA34	1.94045005855257	-0.497021176204669	0.154866511372385	-3.20935218208379	0.0013303443153993	0.00331416951098086
ADIPOQ	3762.54015928925	0.814412530297992	0.253767230247282	3.20928958993008	0.00133063398286159	0.00331450786527576
C10orf27	4.12516197251677	-0.774048435506389	0.241200886852198	-3.2091442349493	0.001331306889256	0.00331580064995737
WDR72	138.3663068597	-0.84097112651608	0.262071483663367	-3.20893793846077	0.00133226245731848	0.00331779706166563
FUT1	386.458157515163	-0.300901590294573	0.0937855735748962	-3.20839953123789	0.0013347593484942	0.00332362328497545
COPZ2	1045.43070115111	0.335865564185595	0.104684273344644	3.20836696339145	0.00133491052195008	0.00332362328497545
HECTD3	3503.22105301522	-0.127785932536769	0.0398306111177313	-3.20823429394691	0.00133552651034648	0.00332477272231392
RPL13A	16122.9010586336	0.266270201357641	0.0830131725828277	3.20756565582367	0.00133863501156851	0.00333212624947798
KLF6	12281.849690762	0.25118115788505	0.078311513876645	3.2074613993634	0.00133912030137104	0.00333294914195213
BLOC1S2	2150.33564208185	-0.14169875851499	0.044180802421984	-3.2072472826904	0.00134011747417313	0.00333504572757143
PCDHGA6	92.75209691118	0.375003805973547	0.116927309805266	3.20715328692747	0.00134055544259095	0.00333575034132356
C2orf18	5169.38518003915	-0.183351407115171	0.057174643081627	-3.20686579282015	0.00134189582633438	0.00333870004417922
AGPAT3	6848.30238603771	-0.158149302374296	0.0493190182850638	-3.20665957826236	0.00134285802183347	0.00334070822429334
LOC100286922	0.692951459897937	-1.51297568061986	0.471836655919712	-3.2065666404632	0.00134329187691131	0.00334140170836824
TYROBP	3070.2323951303	0.300735127778945	0.0937969181532912	3.20623676875456	0.00134483283839387	0.00334484861121652
POM121	2240.65123862244	-0.147398470966911	0.0459761690333607	-3.20597548830043	0.00134605454017263	0.00334750075187339
AFAP1L2	1736.53727679556	0.384078638197518	0.119805919749207	3.20584023728976	0.00134668735238253	0.00334868794087364
TAOK3	3007.82360417909	-0.176816926060556	0.0551604970258375	-3.20549914511709	0.00134828447292928	0.0033522724390985
ZNF285	243.83165743128	-0.330420940779248	0.103086269705827	-3.20528564785743	0.00134928503554197	0.00335437304473993
AZI1	1426.68647327576	0.320448852362928	0.0999898069932122	3.2048151906592	0.00135149226838102	0.00335947264682135
LINC00479	4.89814727496428	0.612436850438468	0.191140905239605	3.204111907238	0.00135479805842645	0.00336730149639356
LOC100129055	4.65487057957075	0.5805519224879	0.181231561289598	3.20337097113129	0.00135828890280947	0.00337558843259052
AATK	285.476385795676	0.408350527623366	0.1274809155588	3.20322870159351	0.00135896013990766	0.00337679543968562
SERP2	135.274529964163	0.404467754703267	0.126270306193788	3.20318978305578	0.0013591438134375	0.00337679543968562
FAM115A	2185.08011913065	-0.181271894005915	0.0565914345249933	-3.20316838630159	0.00135924480379473	0.00337679543968562
CRTAP	9833.14014536828	0.150102023249708	0.0468685500056378	3.20261717573197	0.0013618488450738	0.00338287461296781
OTOGL	28.1095710816609	-0.483613821806571	0.151007560143265	-3.20258019762555	0.00136202370247161	0.00338291891238741
ZNF253	657.55599023726	-0.214199262084778	0.0668858372762974	-3.20246065246887	0.0013625891342086	0.00338393317664438
GEMIN8P4	91.6394957569327	-0.273099682799153	0.0852882676318875	-3.20207796901067	0.00136440062926463	0.00338804139659719
FAM155A	306.508602773137	0.543453592881836	0.169736181342103	3.20175456160703	0.00136593326298696	0.00339145628878541
DNAJC5B	61.4553272362799	-0.461173323079226	0.144041726234595	-3.2016647893273	0.00136635897698092	0.00339212235539028
GLS2	333.71500049895	0.291283582693124	0.0910053712353835	3.20072956946381	0.00137080121782368	0.00340275854785036
SLC26A11	1567.2325368852	0.21127612446928	0.0660145681781592	3.20044696648005	0.00137214618428381	0.00340570476891824
PGM5P2	13.2671749262705	0.381482084928731	0.119207752414446	3.20014493354799	0.00137358496734031	0.00340888313977417
ALG2	2351.58233847626	-0.148922895256221	0.0465463331080256	-3.19945493688187	0.00137687710067222	0.00341665978540456
TXNL4A	2517.22374554803	-0.221141184924332	0.0691268554970109	-3.19906327771404	0.00137874903309851	0.00342091087977362
OSGEP	1474.28284871259	0.158537421344866	0.0495637254210796	3.19865829289418	0.00138068712344956	0.00342508152868389
CRB1	19.2818062308597	0.536852668452595	0.167837496197274	3.19864559836848	0.00138074791480782	0.00342508152868389
ZNF835	111.865068610289	0.419515321968585	0.131170842547851	3.19823608524544	0.00138271030997619	0.00342955456114749
TYRO3P	56.6891943115843	-0.291305114260922	0.0910877819129314	-3.19807012689554	0.00138350631790341	0.00343113389120651
SNHG7	1820.22118776543	0.309504241320407	0.0967974982510057	3.19744050117733	0.00138653011942053	0.00343823721141757
C10orf111	14.6155623587655	-0.345571977064775	0.108089717660931	-3.19708464915051	0.00138824180687291	0.00344208556649441
TMEM167B	3937.18336149809	-0.144618794243911	0.0452351408747076	-3.19704529371262	0.00138843123049037	0.00344215908281754
MIR628	1.07147716035216	0.698833008232157	0.218590210217347	3.197000485691	0.0013886469272274	0.00344229771029652
SLC18A2	689.771610256607	0.246808902751882	0.077215860645985	3.19634982615084	0.00139178255471423	0.00344967364919046
KHDC1L	3.95954719501426	-0.76057781340616	0.238049995828811	-3.19503392872611	0.00139814402920326	0.00346466047626032
LOC255512	93.4041227532806	0.329078758580737	0.102996996981291	3.19503255653669	0.00139815067678273	0.00346466047626032
NNMT	5774.38595495304	0.330828698251905	0.103574404105991	3.19411635632831	0.00140259572581311	0.00347527571212394
LINC00229	0.859234297266479	-1.01549208987773	0.317946983674791	-3.19390383308816	0.00140362866649974	0.00347743514156743
CHMP1B	4222.14040778291	-0.153321863130582	0.0480112711968528	-3.19345560549608	0.00140580951663507	0.00348243764819892
FLJ41484	68.6810244442135	0.452541383261588	0.141749867865616	3.19253478028362	0.00141029959457149	0.00349315871067467
COMMD6	3765.11212172506	0.218640928438545	0.0684868971223122	3.19244903222976	0.00141071838684668	0.00349379433569661
TOR1B	1888.52379910747	-0.142586352858187	0.0446700226300701	-3.1919919548508	0.00141295268149263	0.0034989255827675
DMRT2	55.2593145706484	0.474432308843489	0.148647228428576	3.19166602606015	0.00141454788522474	0.00350247323747636
HIRA	2170.70438341585	-0.152702498943326	0.0478467329798128	-3.19149269831553	0.00141539688490104	0.00350416965926717
NHLH1	15.1324605565544	-0.380537550360352	0.119236205411036	-3.19145975040507	0.00141555832457307	0.00350416965926717
FMO2	1372.04833611691	0.503617951269959	0.157814503066226	3.19120195853368	0.0014168220511047	0.00350689502171411
MIR4639	1.95132964799525	0.587066400641787	0.183968574180042	3.19112328428033	0.00141720792879052	0.00350744717034611
LOC100133050	1.43944512269607	0.585176651665481	0.183417366828405	3.19041027457852	0.00142070948516761	0.00351551441306582
LOC729970	165.431939060843	-0.329173043280675	0.103176327369131	-3.19039310347811	0.00142079390988508	0.00351551441306582
TGFBR3	3366.53641309468	0.453236222261785	0.142074198389611	3.19013745915265	0.00142205137705411	0.00351822173487066
CSDA	5891.91177713286	-0.334617691174187	0.104904230046082	-3.18974450341227	0.00142398625444386	0.00352260418713267
TMEM180	288.603083906408	-0.246243991500678	0.0772008253205187	-3.18965490949525	0.00142442774615605	0.00352329177533708
C14orf183	3.77594366125255	0.447887629277503	0.140427524817912	3.18945755013673	0.0014254007185324	0.00352529366089565
CARM1	4131.95374934991	-0.174238384980795	0.0546318072773489	-3.18932127023073	0.00142607292963471	0.0035265513310434
IL17A	0.663391217306307	-1.42737624060746	0.447618458540388	-3.18882345750867	0.00142853091342689	0.00353222426246631
IFI30	11502.3361034545	-0.312687323436881	0.0980599185193682	-3.18873733690816	0.00142895653573989	0.0035328711964632
DKFZp686O1327	10.563936909345	-0.512750713404024	0.160823823336837	-3.1882758584224	0.00143123923128622	0.00353810877783479
SLC13A2	312.10943013706	0.723966945079338	0.227148302593907	3.18719944992782	0.00143657673846863	0.00355089596759617
SNX7	928.166257246074	-0.247428036484926	0.0776370118074449	-3.1869855720181	0.00143763946166293	0.00355311512700081
SLC22A14	5.62871971158098	0.443741609857536	0.139247296623789	3.18671615619521	0.00143897917472206	0.00355601827715212
SRCRB4D	123.914415322342	-0.357692081668089	0.112263831533881	-3.18617382625265	0.00144167948716205	0.00356228270116059
ZNF212	1093.03522879701	0.14975717284668	0.0470049759069633	3.18598552508767	0.0014426181484632	0.00356419327872605
PFDN2	2999.86038608813	-0.297641011974636	0.0934288063030607	-3.18575205819455	0.0014437827383203	0.00356666154275572
CLCNKB	18.3587678860551	0.461815291688365	0.144967193648916	3.18565380252029	0.00144427312065027	0.00356718814224975
SLC28A2	6.05940049426069	0.465643456236882	0.146169378263937	3.18564299696256	0.00144432705926683	0.00356718814224975
HAS1	72.0445729277575	0.645993662919208	0.202801444922359	3.18535039613017	0.00144578835482597	0.0035703879317252
MOB1B	2243.35961701685	-0.213012344501549	0.0668776393183013	-3.18510561486367	0.00144701187851898	0.00357299987516481
LOC100130673	2.10466521546928	-0.958054089442191	0.3008003897863	-3.18501611691005	0.00144745946659227	0.00357369547882922
SGK110	5.82991443092226	0.509610446357868	0.160015889909655	3.18474900614928	0.00144879607266017	0.00357658560666789
CD97	2139.78359792838	-0.316057925141	0.099250603715697	-3.18444335156235	0.00145032694531473	0.00357995459553856
THOC7	2625.89614108775	-0.15724699424538	0.0493845791824084	-3.18413150114265	0.00145189038626002	0.00358340319413289
PDCL2	0.556743809105288	-1.41347864988979	0.443953986954906	-3.18384042360984	0.00145335108519355	0.00358659745468611
IMPG1	51.3650849742796	0.40003603743929	0.125675229416433	3.18309375122558	0.00145710426723615	0.00359539879875398
OLFML3	3831.12980762722	0.306738685982719	0.0963658395164451	3.18306453326102	0.00145725131408837	0.00359539879875398
LOC441461	38.9557942730177	0.290243563727337	0.0911878471352178	3.18291935653387	0.00145798215578709	0.00359679005659878
PRPF39	1863.76819233136	0.149975370875678	0.0471241324762939	3.18255982645672	0.00145979353921907	0.00360084634863013
SNORA68	15.0960989493084	0.353639866470529	0.111124541247789	3.18237414075772	0.00146072987236911	0.00360274348830224
NLRP10	1.00968493619597	-1.0485892346994	0.329520671098589	-3.1821652681257	0.00146178378871428	0.00360493016758934
TCF7	1237.76508483778	0.385838657821855	0.121252597277748	3.18210633408562	0.00146208128110673	0.00360525112969707
NOS1AP	546.982468255645	0.442652091942873	0.139120237187642	3.18179512119315	0.00146365317420384	0.00360860517120746
METRN	2910.91854031109	0.479846685791691	0.150811207957778	3.18177072042305	0.00146377648492304	0.00360860517120746
PAR1	3.47145887352969	0.503684131870215	0.158327528040699	3.18127957976291	0.00146626052963113	0.00361431542910446
NKX3-1	1033.53571160118	0.551528123505572	0.173374234849332	3.18114236515517	0.00146695521461892	0.00361561413382337
UFM1	4461.91925982424	-0.173017874836792	0.0543892220395849	-3.18110589467281	0.00146713990702896	0.00361565570316081
GUF1	2341.23764278448	-0.20126352078372	0.0632778815715087	-3.18062987864531	0.00146955249496116	0.00362118711557168
TGM7	2.20185501875511	-0.819527104040605	0.257680690767032	-3.18039780784947	0.00147073002257024	0.00362367424591186
TRPS1	27215.8167661738	-0.313999043602439	0.0987321571038149	-3.18031179317065	0.00147116668200523	0.00362433562002524
LOC100630923	9.40265353715813	0.336171464716095	0.10572361992905	3.17971958339768	0.001474176320018	0.00363133485461557
NRSN1	2.45770754514466	0.728222934314308	0.229086901102228	3.17880651757275	0.00147882768242314	0.00364237608209949
ASXL2	1809.00496483717	-0.352535615754754	0.110918917338064	-3.17831821852606	0.00148132073375015	0.0036480994384903
CRIP1	20869.0929549588	0.501035834827002	0.157646971054576	3.1782141545463	0.00148185254139504	0.00364899201643784
MIR4701	4.44962323282859	0.459882251946387	0.144702014636562	3.17813302808147	0.00148226725139131	0.00364944927947102
GPRC5B	1996.78477982616	-0.341583242449218	0.107479940931607	-3.17811155726796	0.00148237702583786	0.00364944927947102
TMEM30A	10978.6728956097	-0.170163422903815	0.0535650363660304	-3.17676294926831	0.00148928712380687	0.0036660422526617
C17orf110	11.6496953857758	0.631411746132577	0.198765096324615	3.17667315745106	0.00148974825794991	0.00366675842217215
PANK1	421.881949812021	-0.382398233197689	0.120398860148848	-3.17609512851645	0.00149271992945039	0.00367365297693389
RFWD2	2449.04086248296	-0.150694099951645	0.0474525430686391	-3.17568016815598	0.0014948566250725	0.00367849127704877
CXCL16	3995.30175024009	-0.264953834964406	0.0834396941725501	-3.17539316978429	0.00149633607249182	0.00368171132317997
UBA3	3502.32697408339	-0.132149364458077	0.0416172166576089	-3.17535325692945	0.00149654192601293	0.00368179733402109
tAKR	2.80630290134768	-0.596115526720681	0.187754268254966	-3.17497723093662	0.0014984825892872	0.00368558136573048
ANKRD22	570.186010574343	-0.40824518558738	0.128584219195913	-3.17492448249323	0.00149875500839526	0.00368558136573048
TP63	1160.45829138415	0.587740842085308	0.185119639312015	3.17492430446391	0.00149875592790417	0.00368558136573048
ZNF611	691.294046961227	-0.21639753303755	0.0681583631386846	-3.17492268112774	0.00149876431234519	0.00368558136573048
MC3R	0.497551814234692	-1.28615177698425	0.405133527711983	-3.17463672840872	0.00150024191666055	0.0036887938658451
S1PR3	3124.75672088899	-0.350061692048124	0.11027919794964	-3.1743220712213	0.00150186939649932	0.00369237410455111
CSRP2	772.265855211199	-0.392017111448969	0.123501811281987	-3.17418106973259	0.00150259921645385	0.0036937468643635
FZD4	3712.17437739556	0.282197128816011	0.0889059812478667	3.17410735312909	0.00150298090167846	0.00369426361046899
HIST1H2BB	1.6034929581758	-0.746005502188536	0.235038865719174	-3.17396656891575	0.00150371009357881	0.00369563429797648
DPH5	1263.69844239886	-0.160240602580965	0.0504941534888016	-3.17344863730615	0.00150639552657406	0.00370181193390116
ZBTB2	1728.05690945191	-0.177391034536833	0.0559006165685288	-3.17332876497648	0.00150701768406685	0.00370291845181754
ANKHD1	818.385627076936	0.173003195997158	0.0545302733971156	3.17260826362021	0.00151076219697888	0.00371169583438397
SORL1	6571.13843334271	0.300628660056681	0.0947722090060726	3.17211831621882	0.00151331339320545	0.00371753976547528
BAG4	2187.58914142824	-0.338730043408713	0.106811872368616	-3.17127708649962	0.00151770300385486	0.00372787529819315
FAM187B	1.56166326696446	0.617056033815372	0.194578435117804	3.17124574180991	0.00151786678962822	0.00372787529819315
